,BR10,BR2,BR3,BR4,BR5,BR6,BR7,BR9,ER1,ER10,ER11,ER12,ER13,ER14,ER15,ER16,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,JP1,JP2,JP3,JP4,JP5,JP7,JP8,JP9,KB1,KB10,KB2,KB3,KB4,KB5,KB6,KB9,NM3,NM4,NM5,NM6,NM9,PI1,PI2,PI3,PI4,PI5,PI7,PI8,PI9,WR1,WR10,WR2,WR3,WR4,WR5,WR6,WR7,WR8
ASV0099,0,0,4,0,67,0,0,0,117,193,231,121,209,177,124,242,136,172,166,121,69,214,298,116,0,0,0,16,36,0,0,89,0,0,0,0,209,51,0,24,13,13,11,0,0,0,0,0,12,34,0,0,128,0,70,0,10,57,69,0,0,0
ASV0100,24,66,792,0,97,0,0,0,134,80,74,38,37,60,84,49,177,164,54,0,54,114,158,108,0,0,0,0,0,0,0,0,0,0,0,0,22,273,0,276,0,67,0,0,0,0,0,0,103,0,0,0,0,0,41,0,111,149,194,0,0,0
ASV0101,19,382,280,388,80,0,42,36,0,0,0,0,0,0,54,29,0,0,0,30,0,0,0,0,96,53,0,25,44,43,0,18,0,57,0,25,0,8,893,13,69,34,41,0,0,0,0,0,0,32,40,0,0,0,19,550,0,30,0,0,110,0
ASV0102,49,0,0,0,0,0,0,0,73,294,260,215,241,237,161,198,73,128,102,88,45,153,317,275,0,0,0,0,109,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,93,0,0,128,128,0,0,0
ASV0103,0,111,105,122,22,0,20,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,60,273,116,100,155,0,0,0,0,30,114,340,183,0,0,0,322,68,0,0,47,83,265,65,57,108,93,0,0,0,269,0,102,68,0,29,19
ASV0104,0,38,0,0,0,0,7,0,82,365,140,131,155,179,27,42,129,64,61,106,50,158,186,282,43,35,0,6,55,17,0,0,0,144,51,26,185,225,0,0,63,31,35,0,24,49,38,45,34,51,96,0,0,23,20,0,0,0,0,0,0,26
ASV0105,0,0,0,0,0,0,0,0,235,209,0,0,0,0,0,0,219,63,157,0,0,580,532,272,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1067,0,0,0,0
ASV0106,23,0,11,0,60,9,0,8,161,26,345,167,120,217,663,384,101,29,23,51,60,49,108,15,0,0,0,44,17,0,0,69,0,0,6,0,27,19,0,45,5,105,10,28,0,0,0,213,11,66,23,0,31,6,24,0,0,7,76,0,0,0
ASV0107,0,0,0,9,27,0,0,0,83,203,226,174,164,201,27,33,62,118,66,25,30,223,275,239,0,0,0,0,40,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,13,665,307,0,0,10
ASV0108,167,143,84,105,84,0,19,151,74,74,53,55,55,51,75,79,96,43,52,43,53,17,46,66,337,102,49,57,141,19,0,62,0,16,0,0,7,12,0,0,128,6,53,18,7,107,127,76,16,79,27,0,34,20,71,53,0,0,52,0,0,0
ASV0109,11,0,0,0,0,61,0,0,0,13,0,0,0,0,0,0,0,21,14,0,0,0,16,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2451,7,26,0,0,0,0,0,0,96,25,109,0,11,0,18,401,0,0
ASV0110,0,0,13,551,0,0,0,8,13,0,0,0,0,0,7,0,24,6,0,16,13,0,0,0,0,0,0,37,0,14,0,0,1869,12,0,67,12,189,100,280,0,0,0,0,0,0,0,17,10,26,0,0,0,0,0,0,0,0,0,0,0,0
ASV0111,35,0,0,0,38,148,253,530,0,0,381,146,0,0,0,342,0,0,0,52,0,0,0,0,0,0,0,41,85,0,106,81,0,0,0,0,0,39,0,0,0,41,0,18,0,0,0,0,297,0,66,0,29,0,93,0,0,226,44,45,94,0
ASV0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052,33,0,0,47,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0113,0,0,0,0,136,0,0,0,267,6,0,0,0,0,8,150,662,4,3,200,57,0,476,0,0,0,0,0,58,0,0,0,0,626,0,7,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,45,156,0,0,0,0
ASV0114,20,818,69,34,0,69,0,280,37,0,0,0,0,0,0,0,0,0,0,46,64,0,0,0,47,0,56,287,49,39,21,195,0,0,0,0,0,0,0,0,0,0,0,54,0,50,0,599,87,0,0,28,0,0,0,0,0,0,0,0,0,0
ASV0115,0,0,14,0,15,0,0,0,73,398,164,129,143,120,82,119,98,103,81,59,42,102,203,341,0,0,0,0,12,0,0,0,0,26,0,16,160,103,0,0,26,25,10,0,0,0,0,0,0,26,0,0,0,0,0,0,33,167,44,0,0,0
ASV0116,11,0,16,0,13,0,0,84,324,79,41,37,35,45,58,29,326,189,113,273,256,43,52,69,67,0,0,11,19,0,0,0,23,8,16,129,24,20,21,0,0,127,9,0,0,0,0,0,37,36,0,0,0,36,43,0,0,66,73,63,9,0
ASV0117,22,92,47,0,35,0,20,13,67,104,132,106,193,153,115,215,57,75,71,54,35,25,42,65,109,21,0,0,119,8,0,19,21,23,53,0,32,11,0,35,0,0,36,17,69,56,12,18,0,89,70,0,23,42,28,0,0,115,43,22,5,39
ASV0118,0,0,0,0,179,0,0,7,0,0,0,0,0,19,0,0,0,0,0,26,15,10,14,0,0,0,8,0,191,0,0,0,0,0,0,0,0,0,0,0,11,23,0,11,5,0,0,0,0,2298,0,0,0,0,7,0,0,0,0,0,0,0
ASV0119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,115,0,58,0,0,1346,0,0,64
ASV0120,0,0,0,0,10,0,0,0,0,129,87,65,98,110,41,42,7,12,0,0,0,40,57,121,39,0,0,0,0,0,0,0,72,24,825,59,426,78,0,0,0,8,102,0,13,46,0,0,0,0,0,0,0,28,0,0,0,105,33,5,0,124
ASV0121,0,0,2522,64,31,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,39,0,0,0
ASV0122,0,13,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,21,0,0,0,0,0,0,2520,16,0,0,0,7,0,0,0,0,0,0,8,10,17,0,0,0,0,0,15,83,0,0,0,0,0
ASV0123,22,23,23,0,26,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,98,28,0,0,90,797,0,0,18,0,0,347,26,16,0,16,0,0,0,0,0,16,39,0,0,48,40,60,276,34,68,0,9,608,0
ASV0124,13,21,75,12,0,0,13,10,11,23,35,27,26,36,32,25,0,13,0,0,0,0,10,18,37,90,0,67,57,0,0,0,371,257,0,0,133,175,417,15,20,18,0,0,0,13,81,0,121,71,0,0,0,86,42,138,48,14,53,14,9,0
ASV0125,6,32,29,32,29,0,8,0,27,8,12,0,13,10,17,16,43,9,13,13,14,23,9,20,18,311,10,24,11,72,10,10,469,15,0,155,0,23,63,12,35,42,25,19,0,64,279,65,29,19,59,0,0,69,7,396,20,22,0,0,0,0
ASV0126,0,0,0,0,33,0,0,0,202,14,304,123,160,293,415,203,221,130,49,79,71,17,28,17,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,30,25,0,0,0,0,12,0,29,0,0,0,0,6,0,0,13,165,0,0,7
ASV0127,0,0,60,0,11,0,0,11,22,45,91,75,100,144,43,15,19,31,13,11,16,48,71,51,0,12,0,0,0,0,0,0,21,0,32,16,0,3,0,0,0,13,0,0,0,224,46,12,0,0,0,0,0,246,0,72,101,26,112,0,0,825
ASV0128,0,19,22,0,84,0,13,33,22,43,201,85,131,132,135,98,23,0,0,11,26,24,37,53,19,0,0,0,19,0,0,0,95,30,29,26,33,52,0,0,0,0,64,23,0,0,28,0,0,27,0,0,0,161,107,57,92,72,413,17,22,29
ASV0129,315,0,78,10,0,3,20,0,50,122,77,121,80,71,87,122,78,113,78,64,88,29,0,0,0,0,0,40,121,0,0,56,0,0,3,0,251,9,4,0,36,7,32,196,0,0,0,3,22,0,2,0,121,30,0,0,33,0,0,0,22,10
ASV0130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,752,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,19,17,0,1721,0,0,0,0,0,0,0,0,0,0,0
ASV0131,0,0,0,0,0,0,0,0,108,162,133,91,111,106,0,0,128,250,243,114,101,46,88,93,0,0,0,0,0,0,0,29,0,69,35,0,84,58,0,19,0,202,0,0,45,0,0,0,0,0,0,0,57,38,0,0,0,41,0,0,0,61
ASV0132,24,0,22,0,40,0,0,15,0,181,229,189,210,234,195,238,0,0,22,0,0,49,115,154,0,0,0,0,37,0,0,148,0,14,8,0,17,0,0,0,6,49,10,0,45,0,0,33,0,124,0,0,51,0,5,0,0,16,0,0,0,4
ASV0133,0,27,23,17,46,0,0,0,107,83,149,76,74,135,130,99,111,54,48,83,97,48,78,87,0,0,0,57,36,0,0,39,0,0,44,31,40,57,0,0,0,0,94,0,0,0,24,35,60,62,12,0,0,0,30,16,74,37,102,0,0,0
ASV0134,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,11,19,167,57,1377,50,0,0,0,14,14,0,0,0,38,0,18,55,0,0,0,0,46,179,0,25,31,0,0,27,0,244
ASV0135,0,0,18,0,28,0,83,0,105,0,0,0,0,0,0,29,91,40,37,57,47,19,0,0,78,71,7,188,33,76,74,0,10,11,0,0,16,265,0,0,21,10,0,64,0,42,0,51,372,24,10,0,3,0,0,0,0,8,417,0,0,0
ASV0136,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,1064,30,27,0,0,12,26,328,0,0,273,0,7,0,0,0,0,0,460,0,7,0,43,0,0,0,0
ASV0137,0,1175,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
ASV0138,9,0,0,0,0,0,0,0,189,31,178,119,61,71,236,140,232,99,10,182,241,37,63,0,0,0,0,0,46,0,0,0,0,0,0,0,0,35,0,16,0,36,29,0,0,0,0,0,49,0,0,0,0,0,31,0,0,0,148,0,0,0
ASV0139,17,218,0,0,0,0,0,47,0,35,114,92,168,93,215,223,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,19,9,8,0,36,0,0,0,0,0,0,106,0,0,41,0,144,0,250,0,0,0,0,0,104,0,148,0,0,0,0
ASV0140,0,0,0,0,0,0,0,0,13,23,81,158,60,71,142,116,19,13,13,131,117,73,82,8,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0
ASV0141,0,0,0,0,0,0,0,0,0,79,51,26,25,44,38,13,0,15,13,38,38,119,145,59,0,0,0,76,322,0,0,0,0,0,0,0,0,21,0,3,0,0,10,0,0,0,0,0,175,944,0,0,0,0,6,0,0,0,0,0,0,0
ASV0142,0,8,61,23,28,0,0,7,71,110,222,134,182,206,103,59,48,37,40,25,28,114,145,163,0,6,7,44,8,8,0,7,0,0,0,0,0,5,0,0,14,21,41,0,0,0,12,14,41,24,0,0,6,0,12,0,8,32,132,0,0,0
ASV0143,4,172,106,20,0,0,0,0,58,32,82,30,26,53,245,178,62,33,8,79,71,28,21,48,68,38,5,7,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,145,142,76,116,112,0,0,0,0,26,0,50,0,0,0,4
ASV0144,0,72,120,42,0,0,0,28,38,22,34,42,41,29,0,22,36,29,17,56,59,0,0,20,27,100,25,31,0,110,0,19,168,32,258,0,0,17,28,0,69,26,0,26,0,0,55,39,24,19,92,0,0,189,0,33,0,0,34,0,0,94
ASV0145,0,463,372,252,0,0,14,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,31,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0146,0,0,0,103,0,948,98,7,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,33,0,0,10,488,122,13,8,0,0,0,39,0,0,0,21,0,0,0,0,250,0,0,0,0,0
ASV0147,95,103,120,0,0,267,158,37,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,52,0,0,0,0,0,61,42,51,0,138,0,48,0,0,0,0,57,0,9,13,0,135,33,0,0,56,0,36,26,0,43,0,51,0,38,419,83
ASV0148,0,0,24,0,36,0,0,85,101,160,85,87,72,131,42,41,99,71,36,47,37,116,99,146,0,0,15,44,40,73,0,41,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,43,37,77,12,0,0,0,14,0,53,65,113,0,0,34
ASV0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,0,113,0,0,0,0,0,0,120,110,0,0,0,0,0,0,0,1660,0,0,29,0,0,23,0,0,0,0,0,0,0,0,0,0
ASV0150,0,75,47,104,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,529,0,0,1123,0,0,13,0,0,0,0,0,0,0,0,0,40,0,214,0,0,0,0,0,0,0,0,0,0,0
ASV0151,0,0,0,0,0,0,0,0,74,65,89,96,95,122,69,41,69,49,36,0,0,64,87,71,28,0,0,0,0,0,0,0,31,0,0,0,137,0,0,0,0,0,0,0,0,321,86,0,0,0,0,0,0,0,35,0,82,97,211,29,0,81
ASV0152,0,0,0,0,34,0,0,0,42,225,153,107,193,157,61,171,55,36,32,41,0,76,128,178,0,0,0,0,67,0,0,0,0,46,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,45,0,40,0,0,137,73,0,0,21
ASV0153,0,44,42,0,0,0,0,0,16,11,8,12,42,51,22,6,16,4,10,0,10,0,11,10,0,6,0,0,0,0,0,0,5,33,0,45,37,1106,0,0,73,47,96,0,0,14,7,0,0,0,0,0,0,0,10,0,111,25,150,0,0,34
ASV0154,0,0,0,0,0,0,0,0,18,95,88,75,94,75,39,50,14,12,7,0,0,38,57,73,0,0,0,0,0,0,0,35,48,0,29,0,368,104,0,57,0,0,0,0,0,433,0,0,0,0,0,0,15,0,31,0,0,103,59,0,0,89
ASV0155,251,145,66,16,106,382,64,0,29,30,0,0,0,11,0,0,38,27,29,29,18,26,29,25,0,36,0,0,0,0,22,0,23,0,103,0,40,34,0,0,0,52,26,0,56,0,91,103,0,0,24,0,0,0,0,34,0,23,21,0,0,70
ASV0156,0,0,0,0,0,0,0,0,100,221,53,53,74,68,92,85,118,40,42,171,110,108,129,191,0,7,0,9,60,15,0,8,0,0,0,0,0,0,0,0,12,35,0,0,0,0,17,0,47,110,62,0,5,0,0,0,0,4,15,0,0,0
ASV0157,0,51,52,0,0,462,586,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,48,0,0,0,32,361,37,0,0,0,0,0,0,0,0,0,32,0,66,0,0,0,14,0,0,141,0,90,0,0,0,0,0,0,0,0,0
ASV0158,0,0,0,0,0,0,0,67,0,0,0,320,0,0,0,443,0,0,0,46,0,0,0,0,0,0,0,96,209,39,0,0,0,0,0,0,0,0,20,0,16,74,19,0,0,0,0,25,560,6,0,0,73,0,0,0,0,0,0,0,0,0
ASV0159,0,646,255,41,31,0,52,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,288,14,0,0,38,72,0,0,0,0,65,0,0,0,0,0,0,0,0,0,37,204,25,0,62,16,33,0,0,0,0,0,0,0,0,0
ASV0160,0,0,7,0,109,23,26,122,15,33,109,36,0,18,48,20,9,40,50,6,26,86,26,12,0,0,0,0,35,0,12,0,0,72,0,82,423,33,0,9,89,63,8,0,0,19,8,63,8,16,11,0,0,0,0,0,19,180,0,0,0,6
ASV0161,0,0,62,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,44,0,0,0,34,0,0,0,0,0,0,0,0,0,0,8,20,2,0,0,956,204,0,0,0,342,12,0,187,0,0,0,0,0,12,10,4
ASV0162,0,0,0,0,0,0,0,0,8,0,11,0,24,11,20,11,0,13,0,14,0,0,0,0,87,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,37,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,0,181,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0164,8,0,0,0,0,0,0,0,0,8,17,7,23,21,66,59,17,0,0,47,38,0,8,0,0,0,7,21,145,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1133,0,0,10,0,16,0,162,0,7,0,0,0
ASV0165,59,46,324,0,13,0,0,0,0,0,0,0,0,0,0,0,34,24,0,111,82,0,0,0,223,22,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,96,25,0,0,483,24,0,205,0,29,44,0,0,0,0,0,0,40,0,0,0
ASV0166,11,37,0,0,0,0,12,0,57,40,90,59,92,95,77,99,82,46,49,77,60,19,24,23,67,14,0,15,37,10,0,0,0,15,111,0,10,13,4,0,0,55,24,86,0,83,61,0,75,29,103,0,0,21,0,8,0,0,0,11,0,0
ASV0167,0,61,231,0,0,0,0,0,81,98,0,0,0,0,0,0,96,63,37,104,100,48,66,77,0,0,48,0,28,0,0,0,0,0,0,0,220,60,0,0,0,25,0,0,0,0,0,264,52,0,0,0,0,0,0,0,0,129,0,0,0,0
ASV0168,6,11,18,0,39,10,0,12,12,122,142,131,141,201,66,41,22,41,21,26,15,101,107,105,0,0,0,0,10,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,21,0,7,0,29,0,0,19,197,161,14,0,0
ASV0169,0,7,0,0,12,0,0,9,127,25,112,99,97,156,116,70,169,99,42,54,68,34,45,42,0,44,0,0,0,19,11,0,0,0,0,0,98,52,0,0,0,14,33,0,0,0,68,22,16,0,14,0,0,27,9,17,7,10,28,0,0,0
ASV0170,0,55,0,0,18,0,0,0,211,16,28,0,35,40,54,56,272,121,37,47,52,10,20,0,0,0,0,0,0,0,0,19,0,0,0,0,13,0,0,0,7,29,0,0,0,0,0,475,9,26,0,0,10,0,80,0,0,66,50,0,0,0
ASV0171,0,47,114,166,120,0,0,0,133,13,72,26,24,51,68,19,119,46,5,84,161,21,24,24,0,0,0,46,0,0,0,0,14,0,90,0,0,12,0,0,12,8,8,0,0,0,12,6,39,67,5,0,0,132,0,19,0,12,25,0,0,9
ASV0172,0,0,0,0,0,0,0,0,0,60,147,144,110,124,148,109,59,80,70,108,122,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,297,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0173,0,0,6,0,0,0,0,0,94,12,23,21,22,23,57,39,68,135,94,18,14,0,22,15,0,0,0,0,11,0,0,0,0,18,17,23,167,28,0,6,20,210,38,0,0,0,13,0,33,27,0,0,0,0,0,125,17,335,0,0,0,0
ASV0174,21,48,83,46,38,0,24,20,80,68,97,82,110,97,39,66,77,38,42,39,46,0,0,41,52,24,14,15,0,26,0,20,20,13,12,0,20,26,0,0,0,22,10,0,0,0,48,32,25,0,73,0,7,0,29,0,0,0,37,0,0,0
ASV0175,0,0,118,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,214,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,947,18,0,0,0,375
ASV0176,15,0,0,0,18,0,0,7,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,584,5,0,0,31,9,0,28,15,0,0,25,0,2,0,9,38,0,0,0,0,0,0,0,0,18,13,0,104,453,0,211,0,0,0,6,118,0
ASV0177,0,0,0,0,0,0,0,0,55,70,38,26,0,0,0,0,95,20,107,30,43,89,109,57,0,0,0,0,0,0,0,0,0,0,337,34,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,104,0,0,0,11
ASV0178,0,0,167,0,0,21,70,0,0,14,0,0,10,0,8,13,0,0,0,0,0,0,0,10,0,0,0,0,19,0,32,125,0,37,0,37,10,9,0,0,13,0,50,488,164,0,0,0,22,0,0,6,54,17,0,0,206,0,0,65,0,33
ASV0179,0,0,0,0,48,0,0,0,18,53,207,145,154,222,179,103,14,27,12,0,0,54,44,58,0,0,0,0,0,0,0,0,0,18,0,0,0,135,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,34,21,0,0,34,53,7,0,35
ASV0180,141,0,16,0,720,21,0,0,0,33,144,0,0,0,0,0,0,0,120,0,0,39,251,42,0,0,0,0,0,0,0,0,0,0,21,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,59,0,0,0,0
ASV0181,0,0,0,0,0,0,0,0,143,0,107,0,119,105,80,83,106,122,86,73,61,52,55,46,0,0,0,0,0,0,0,0,0,0,0,0,37,56,0,0,34,57,0,0,0,0,0,0,20,0,0,31,0,0,0,0,43,79,76,0,0,18
ASV0182,6,0,0,0,70,0,0,0,122,10,74,38,41,41,63,36,112,110,27,44,51,22,42,23,9,0,0,0,12,0,0,0,0,0,0,0,100,75,0,102,0,21,8,0,0,26,0,0,0,64,0,0,0,0,36,0,0,15,286,0,0,0
ASV0183,0,12,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,71,25,12,507,116,54,0,0,9,27,0,10,0,78,0,20,40,0,0,0,0,121,338,0,12,0,0,0,13,0,173
ASV0184,0,18,0,0,0,185,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,28,0,19,430,54,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
ASV0185,0,15,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,3,0,0,0,0,0,118,359,18,0,0,266,0,5,0,0,0,0,0,21,0,8,0,0,0,3,0,0
ASV0186,0,0,19,0,43,0,0,0,0,42,28,23,30,22,20,21,19,32,32,0,0,31,34,48,0,0,0,0,26,0,0,0,31,0,56,48,300,85,0,24,87,0,85,22,0,41,0,0,0,0,0,0,0,27,19,0,125,129,37,0,0,67
ASV0187,0,34,0,16,0,584,156,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,20,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,41,0,0,0,0,0,0
ASV0188,7,10,0,0,7,0,0,9,0,39,268,160,234,287,215,174,0,0,9,0,0,14,34,45,8,0,0,0,10,0,5,0,0,0,23,0,0,0,0,0,0,6,0,0,0,0,0,4,0,26,0,0,0,0,8,0,0,0,19,0,0,0
ASV0189,0,0,0,0,530,0,0,0,77,0,40,0,125,200,0,0,65,278,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,56,0,0,0,0
ASV0190,3,39,83,22,0,0,12,18,82,67,61,36,46,53,38,21,76,70,20,25,18,36,63,67,0,27,5,29,0,51,11,48,0,19,0,27,44,56,0,0,38,0,37,17,0,0,28,24,47,0,31,0,11,0,7,0,15,48,43,0,0,0
ASV0191,0,0,0,0,41,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0192,10,32,28,27,27,0,0,41,0,33,82,82,61,67,108,66,0,0,0,0,0,24,34,47,19,45,0,0,18,17,0,0,4,0,0,0,0,0,0,0,0,0,42,26,0,124,73,0,0,51,0,0,0,129,0,56,69,0,0,10,18,110
ASV0193,0,0,0,0,0,0,0,0,36,117,152,68,78,117,53,42,18,25,16,20,0,135,174,118,0,11,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72,67,0,0,0,6,10,0,0,0,0,0,97,90,0,0,24
ASV0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,58,0,0,0,0,0,0,0,0,0,0
ASV0195,0,0,0,0,309,0,0,0,0,0,0,340,0,360,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0196,0,0,0,0,0,0,0,0,0,82,232,156,387,309,26,54,12,0,0,0,0,30,34,59,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,64,0,0,0
ASV0197,0,0,0,0,0,0,0,0,156,111,15,0,0,0,0,0,153,155,125,26,18,75,113,143,0,0,0,0,0,0,0,0,0,0,0,0,202,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0
ASV0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,21,0,0,45,621,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV0199,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,12,0,47,34,0,0,0,0,0,13,0,0,0,0,0,26,0,851,22,0,0,0,36,5
ASV0200,0,0,55,0,16,0,0,0,60,88,17,25,19,25,12,19,60,25,29,26,5,54,116,92,0,0,0,0,15,0,0,9,0,0,167,10,27,7,104,0,0,27,19,227,13,35,0,0,8,0,0,0,7,0,0,0,48,11,13,10,0,13
ASV0201,0,10,329,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,0,0,285,0,270,0,0,0,0,0,0,0,0,89,23,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0
ASV0202,0,14,149,0,7,0,0,12,72,8,9,8,0,14,30,18,36,20,19,50,51,7,9,11,129,14,92,301,36,94,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,71,50,10,0,0,0,0,0,18,21,33,0,0,27
ASV0203,22,0,18,0,32,0,0,33,47,77,48,49,80,68,77,102,54,44,42,64,39,32,58,53,0,0,0,20,97,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,45,0,0,0,27,110,0,0,0,0,0,0,0,34,49,4,9,0
